assignment_id,box_id,rfid_tag,box_type,order_id,delivery_zone,assignment_date,turnaround_hours,dwell_hours,dispatch_lag_minutes,sla_status,return_condition,is_returned,days_since_assigned,turnaround_bucket,year_month
BA-20250620-006-0001,BOX-00080,RFID-BOS-080,MEDIUM,ORD-20250620-006,ZONE-B,2025-06-20,4.09,1.83,43,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-007-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-007,ZONE-B,2025-06-20,164.43,160.52,34,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-008-0001,BOX-00072,RFID-BOS-072,MEDIUM,ORD-20250620-008,ZONE-A,2025-06-20,13.09,11.08,28,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-009-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-009,ZONE-C,2025-06-20,-3.67,-8.22,24,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-010-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-010,ZONE-B,2025-06-20,74.57,70.5,34,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-011-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-011,ZONE-A,2025-06-20,26.94,24.8,48,LATE,DAMAGED,True,277,24-48h,2025-06
BA-20250620-013-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-013,ZONE-B,2025-06-20,22.23,19.95,18,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-014-0001,BOX-00072,RFID-BOS-072,MEDIUM,ORD-20250620-014,ZONE-C,2025-06-20,25.71,21.82,10,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-018-0001,BOX-00080,RFID-BOS-080,MEDIUM,ORD-20250620-018,ZONE-B,2025-06-20,-8.58,-12.48,24,ON_TIME,NEEDS_CLEANING,True,277,0-12h,2025-06
BA-20250620-020-0001,BOX-00072,RFID-BOS-072,MEDIUM,ORD-20250620-020,ZONE-C,2025-06-20,-7.46,-11.45,36,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-021-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-021,ZONE-D,2025-06-20,18.66,15.8,6,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-023-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-023,ZONE-B,2025-06-20,75.33,71.45,25,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-025-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-025,ZONE-B,2025-06-20,-6.62,-8.33,14,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-027-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-027,ZONE-C,2025-06-20,12.89,10.73,16,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-028-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-028,ZONE-A,2025-06-20,66.18,64.2,37,LATE,NEEDS_CLEANING,True,277,48-72h,2025-06
BA-20250620-029-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-029,ZONE-C,2025-06-20,26.29,24.25,18,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-030-0001,BOX-00080,RFID-BOS-080,MEDIUM,ORD-20250620-030,ZONE-B,2025-06-20,28.51,25.5,15,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-031-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-031,ZONE-D,2025-06-20,18.81,16.48,12,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-035-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-035,ZONE-B,2025-06-20,-3.0,-5.45,46,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-036-0001,BOX-00080,RFID-BOS-080,MEDIUM,ORD-20250620-036,ZONE-B,2025-06-20,2.58,-1.3,22,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-037-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-037,ZONE-B,2025-06-20,18.4,15.58,34,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-038-0001,BOX-00072,RFID-BOS-072,MEDIUM,ORD-20250620-038,ZONE-C,2025-06-20,13.25,11.4,19,ON_TIME,NEEDS_CLEANING,True,277,12-24h,2025-06
BA-20250620-040-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-040,ZONE-A,2025-06-20,22.79,20.65,37,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-041-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-041,ZONE-B,2025-06-20,11.93,8.73,36,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-042-0001,BOX-00080,RFID-BOS-080,MEDIUM,ORD-20250620-042,ZONE-C,2025-06-20,,,27,OUTSTANDING,,False,277,OUTSTANDING,2025-06
BA-20250620-045-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-045,ZONE-D,2025-06-20,20.87,18.43,24,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-047-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-047,ZONE-B,2025-06-20,20.37,18.43,23,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-048-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-048,ZONE-C,2025-06-20,145.52,141.23,29,OVERDUE,NEEDS_CLEANING,True,277,72h+,2025-06
BA-20250620-049-0001,BOX-00072,RFID-BOS-072,MEDIUM,ORD-20250620-049,ZONE-B,2025-06-20,0.44,-3.17,8,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-050-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-050,ZONE-C,2025-06-20,16.88,14.1,15,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-052-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-052,ZONE-C,2025-06-20,20.44,18.07,26,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-053-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-053,ZONE-C,2025-06-20,72.95,69.97,18,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-054-0001,BOX-00072,RFID-BOS-072,MEDIUM,ORD-20250620-054,ZONE-D,2025-06-20,28.81,24.95,8,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-055-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-055,ZONE-D,2025-06-20,74.15,71.23,9,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-057-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-057,ZONE-A,2025-06-20,-3.84,-7.08,50,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-058-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-058,ZONE-C,2025-06-20,16.59,12.82,21,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-059-0001,BOX-00072,RFID-BOS-072,MEDIUM,ORD-20250620-059,ZONE-C,2025-06-20,,,23,OUTSTANDING,,False,277,OUTSTANDING,2025-06
BA-20250620-060-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-060,ZONE-B,2025-06-20,19.62,15.67,18,ON_TIME,DAMAGED,True,277,12-24h,2025-06
BA-20250620-061-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-061,ZONE-B,2025-06-20,24.04,19.82,36,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-062-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-062,ZONE-C,2025-06-20,-7.14,-10.03,12,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-063-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-063,ZONE-A,2025-06-20,65.37,61.23,42,LATE,GOOD,True,277,48-72h,2025-06
BA-20250620-065-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-065,ZONE-A,2025-06-20,22.65,18.85,24,ON_TIME,DAMAGED,True,277,12-24h,2025-06
BA-20250620-066-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-066,ZONE-C,2025-06-20,16.45,13.3,23,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-067-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-067,ZONE-B,2025-06-20,16.59,14.68,25,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-068-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-068,ZONE-A,2025-06-20,37.77,34.82,34,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-069-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-069,ZONE-A,2025-06-20,23.0,20.18,28,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-070-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-070,ZONE-C,2025-06-20,-1.97,-6.47,36,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-073-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-073,ZONE-A,2025-06-20,23.68,19.6,45,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-074-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-074,ZONE-A,2025-06-20,26.05,23.23,20,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-075-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-075,ZONE-C,2025-06-20,21.11,19.03,24,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-076-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-076,ZONE-B,2025-06-20,28.15,25.28,31,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-077-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-077,ZONE-D,2025-06-20,24.28,19.63,40,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-079-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-079,ZONE-B,2025-06-20,2.62,-1.45,26,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-081-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-081,ZONE-A,2025-06-20,19.45,17.63,23,ON_TIME,NEEDS_CLEANING,True,277,12-24h,2025-06
BA-20250620-085-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-085,ZONE-D,2025-06-20,20.13,15.67,35,ON_TIME,DAMAGED,True,277,12-24h,2025-06
BA-20250620-086-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-086,ZONE-B,2025-06-20,40.92,38.58,29,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-087-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-087,ZONE-B,2025-06-20,17.16,13.95,43,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-089-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-089,ZONE-C,2025-06-20,90.22,88.02,29,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-090-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-090,ZONE-B,2025-06-20,23.75,21.47,42,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-091-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-091,ZONE-D,2025-06-20,25.96,21.6,30,LATE,NEEDS_CLEANING,True,277,24-48h,2025-06
BA-20250620-092-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-092,ZONE-A,2025-06-20,42.93,40.43,8,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-093-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-093,ZONE-A,2025-06-20,18.74,15.63,36,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-094-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-094,ZONE-D,2025-06-20,22.13,19.52,34,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-095-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-095,ZONE-A,2025-06-20,23.64,20.88,26,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-097-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-097,ZONE-B,2025-06-20,22.41,20.72,9,ON_TIME,NEEDS_CLEANING,True,277,12-24h,2025-06
BA-20250620-098-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-098,ZONE-B,2025-06-20,24.39,22.25,28,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-099-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-099,ZONE-B,2025-06-20,28.56,26.75,32,LATE,GOOD,True,277,24-48h,2025-06
BA-20250620-100-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-100,ZONE-B,2025-06-20,70.42,68.47,29,LATE,GOOD,True,277,48-72h,2025-06
BA-20250620-101-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-101,ZONE-C,2025-06-20,20.15,17.48,32,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-103-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-103,ZONE-C,2025-06-20,5.76,2.3,8,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-105-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-105,ZONE-D,2025-06-20,7.65,4.58,20,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-107-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-107,ZONE-B,2025-06-20,23.63,19.52,33,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-108-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-108,ZONE-B,2025-06-20,23.36,21.8,8,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-109-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-109,ZONE-B,2025-06-20,-4.12,-6.98,24,ON_TIME,GOOD,True,277,0-12h,2025-06
BA-20250620-111-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-111,ZONE-C,2025-06-20,142.8,138.53,29,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-112-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-112,ZONE-A,2025-06-20,55.6,52.82,20,LATE,GOOD,True,277,48-72h,2025-06
BA-20250620-113-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-113,ZONE-B,2025-06-20,19.16,16.02,19,ON_TIME,NEEDS_CLEANING,True,277,12-24h,2025-06
BA-20250620-116-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-116,ZONE-C,2025-06-20,145.9,142.23,46,OVERDUE,NEEDS_CLEANING,True,277,72h+,2025-06
BA-20250620-117-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250620-117,ZONE-C,2025-06-20,18.93,15.82,42,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-118-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-118,ZONE-B,2025-06-20,73.46,71.57,10,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-119-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250620-119,ZONE-A,2025-06-20,67.12,65.15,33,LATE,GOOD,True,277,48-72h,2025-06
BA-20250620-120-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250620-120,ZONE-C,2025-06-20,163.06,159.75,44,OVERDUE,GOOD,True,277,72h+,2025-06
BA-20250620-122-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-122,ZONE-A,2025-06-20,71.88,69.73,42,LATE,GOOD,True,277,48-72h,2025-06
BA-20250620-126-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-126,ZONE-C,2025-06-20,20.12,18.02,38,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250620-130-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250620-130,ZONE-D,2025-06-20,14.14,11.57,19,ON_TIME,GOOD,True,277,12-24h,2025-06
BA-20250621-004-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250621-004,ZONE-A,2025-06-21,15.61,12.48,42,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250621-008-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250621-008,ZONE-A,2025-06-21,25.76,22.07,20,LATE,GOOD,True,276,24-48h,2025-06
BA-20250621-013-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-013,ZONE-C,2025-06-21,20.38,16.0,38,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250621-014-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250621-014,ZONE-A,2025-06-21,-7.18,-9.03,24,ON_TIME,GOOD,True,276,0-12h,2025-06
BA-20250621-015-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-015,ZONE-B,2025-06-21,67.79,66.08,12,LATE,NEEDS_CLEANING,True,276,48-72h,2025-06
BA-20250621-016-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250621-016,ZONE-A,2025-06-21,-10.06,-13.22,42,ON_TIME,GOOD,True,276,0-12h,2025-06
BA-20250621-017-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-017,ZONE-D,2025-06-21,47.22,42.63,44,LATE,GOOD,True,276,24-48h,2025-06
BA-20250621-019-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-019,ZONE-B,2025-06-21,62.65,60.32,41,LATE,GOOD,True,276,48-72h,2025-06
BA-20250621-020-0001,BOX-00078,RFID-BOS-078,MEDIUM,ORD-20250621-020,ZONE-D,2025-06-21,,,31,OUTSTANDING,,False,276,OUTSTANDING,2025-06
BA-20250621-021-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-021,ZONE-C,2025-06-21,16.68,14.32,28,ON_TIME,NEEDS_CLEANING,True,276,12-24h,2025-06
BA-20250621-023-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-023,ZONE-A,2025-06-21,15.71,12.95,15,ON_TIME,NEEDS_CLEANING,True,276,12-24h,2025-06
BA-20250621-024-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-024,ZONE-D,2025-06-21,24.9,22.48,14,LATE,GOOD,True,276,24-48h,2025-06
BA-20250621-025-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250621-025,ZONE-B,2025-06-21,27.53,23.63,18,LATE,GOOD,True,276,24-48h,2025-06
BA-20250621-028-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250621-028,ZONE-A,2025-06-21,-0.32,-2.38,45,ON_TIME,NEEDS_CLEANING,True,276,0-12h,2025-06
BA-20250621-029-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-029,ZONE-D,2025-06-21,17.82,13.15,49,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250621-030-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-030,ZONE-A,2025-06-21,24.47,20.62,26,LATE,GOOD,True,276,24-48h,2025-06
BA-20250621-036-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-036,ZONE-A,2025-06-21,15.94,13.88,38,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250621-038-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-038,ZONE-B,2025-06-21,23.13,19.4,16,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250621-039-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-039,ZONE-A,2025-06-21,75.93,72.25,14,OVERDUE,GOOD,True,276,72h+,2025-06
BA-20250621-041-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-041,ZONE-D,2025-06-21,-2.33,-4.67,24,ON_TIME,GOOD,True,276,0-12h,2025-06
BA-20250621-042-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-042,ZONE-C,2025-06-21,12.75,9.65,36,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250621-043-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250621-043,ZONE-C,2025-06-21,-7.54,-9.57,12,ON_TIME,GOOD,True,276,0-12h,2025-06
BA-20250621-048-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-048,ZONE-D,2025-06-21,-3.29,-6.67,34,ON_TIME,GOOD,True,276,0-12h,2025-06
BA-20250621-049-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250621-049,ZONE-D,2025-06-21,-1.92,-5.72,23,ON_TIME,DAMAGED,True,276,0-12h,2025-06
BA-20250621-050-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-050,ZONE-C,2025-06-21,-1.23,-4.23,16,ON_TIME,GOOD,True,276,0-12h,2025-06
BA-20250621-053-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-053,ZONE-B,2025-06-21,-6.57,-8.45,22,ON_TIME,GOOD,True,276,0-12h,2025-06
BA-20250621-057-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-057,ZONE-A,2025-06-21,40.2,37.27,32,LATE,DAMAGED,True,276,24-48h,2025-06
BA-20250621-058-0001,BOX-00073,RFID-BOS-073,MEDIUM,ORD-20250621-058,ZONE-A,2025-06-21,,,27,OUTSTANDING,,False,276,OUTSTANDING,2025-06
BA-20250621-059-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-059,ZONE-A,2025-06-21,3.46,1.47,40,ON_TIME,GOOD,True,276,0-12h,2025-06
BA-20250621-061-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-061,ZONE-A,2025-06-21,25.71,23.72,31,LATE,GOOD,True,276,24-48h,2025-06
BA-20250621-063-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-063,ZONE-B,2025-06-21,26.61,22.37,36,LATE,GOOD,True,276,24-48h,2025-06
BA-20250621-064-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-064,ZONE-A,2025-06-21,14.47,12.27,48,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250621-066-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-066,ZONE-B,2025-06-21,19.86,18.03,19,ON_TIME,NEEDS_CLEANING,True,276,12-24h,2025-06
BA-20250621-067-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-067,ZONE-D,2025-06-21,16.03,13.2,38,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250621-069-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-069,ZONE-C,2025-06-21,160.09,156.02,25,OVERDUE,GOOD,True,276,72h+,2025-06
BA-20250621-070-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-070,ZONE-D,2025-06-21,119.48,115.3,29,OVERDUE,NEEDS_CLEANING,True,276,72h+,2025-06
BA-20250621-071-0001,BOX-00077,RFID-BOS-077,MEDIUM,ORD-20250621-071,ZONE-A,2025-06-21,,,47,OUTSTANDING,,False,276,OUTSTANDING,2025-06
BA-20250621-072-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-072,ZONE-A,2025-06-21,32.06,28.52,8,LATE,GOOD,True,276,24-48h,2025-06
BA-20250621-073-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250621-073,ZONE-C,2025-06-21,22.32,18.23,35,ON_TIME,GOOD,True,276,12-24h,2025-06
BA-20250622-003-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-003,ZONE-C,2025-06-22,17.02,14.57,50,ON_TIME,GOOD,True,275,12-24h,2025-06
BA-20250622-004-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-004,ZONE-A,2025-06-22,-3.68,-5.45,26,ON_TIME,DAMAGED,True,275,0-12h,2025-06
BA-20250622-006-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-006,ZONE-A,2025-06-22,68.71,67.08,12,LATE,GOOD,True,275,48-72h,2025-06
BA-20250622-009-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-009,ZONE-D,2025-06-22,71.96,67.52,38,LATE,GOOD,True,275,48-72h,2025-06
BA-20250622-011-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-011,ZONE-B,2025-06-22,0.03,-2.73,11,ON_TIME,GOOD,True,275,0-12h,2025-06
BA-20250622-012-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-012,ZONE-B,2025-06-22,16.89,14.18,3,ON_TIME,GOOD,True,275,12-24h,2025-06
BA-20250622-014-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-014,ZONE-A,2025-06-22,36.11,34.45,18,LATE,GOOD,True,275,24-48h,2025-06
BA-20250622-015-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-015,ZONE-A,2025-06-22,20.44,16.43,35,ON_TIME,GOOD,True,275,12-24h,2025-06
BA-20250622-017-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-017,ZONE-A,2025-06-22,19.61,16.15,8,ON_TIME,GOOD,True,275,12-24h,2025-06
BA-20250622-018-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-018,ZONE-D,2025-06-22,90.19,88.15,25,OVERDUE,GOOD,True,275,72h+,2025-06
BA-20250622-019-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-019,ZONE-B,2025-06-22,17.58,15.68,21,ON_TIME,NEEDS_CLEANING,True,275,12-24h,2025-06
BA-20250622-020-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-020,ZONE-A,2025-06-22,16.01,12.35,11,ON_TIME,GOOD,True,275,12-24h,2025-06
BA-20250622-021-0001,BOX-00069,RFID-BOS-069,MEDIUM,ORD-20250622-021,ZONE-D,2025-06-22,,,41,OUTSTANDING,,False,275,OUTSTANDING,2025-06
BA-20250622-022-0001,BOX-00001,RFID-BOS-001,LARGE,ORD-20250622-022,ZONE-D,2025-06-22,-8.31,-10.37,33,ON_TIME,GOOD,True,275,0-12h,2025-06
BA-20250622-027-0001,BOX-00015,RFID-BOS-015,LARGE,ORD-20250622-027,ZONE-B,2025-06-22,-2.91,-4.83,27,ON_TIME,GOOD,True,275,0-12h,2025-06
BA-20250622-030-0001,BOX-00021,RFID-BOS-021,LARGE,ORD-20250622-030,ZONE-A,2025-06-22,15.44,12.67,16,ON_TIME,GOOD,True,275,12-24h,2025-06
BA-20250622-032-0001,BOX-00041,RFID-BOS-041,LARGE,ORD-20250622-032,ZONE-A,2025-06-22,22.49,20.77,16,ON_TIME,GOOD,True,275,12-24h,2025-06
BA-20250622-034-0001,BOX-00047,RFID-BOS-047,LARGE,ORD-20250622-034,ZONE-A,2025-06-22,60.52,58.83,16,LATE,GOOD,True,275,48-72h,2025-06
BA-20250622-035-0001,BOX-00048,RFID-BOS-048,LARGE,ORD-20250622-035,ZONE-C,2025-06-22,17.92,14.82,27,ON_TIME,NEEDS_CLEANING,True,275,12-24h,2025-06
BA-20250622-036-0001,BOX-00050,RFID-BOS-050,LARGE,ORD-20250622-036,ZONE-A,2025-06-22,,,15,OUTSTANDING,,False,275,OUTSTANDING,2025-06
