assignment_id,order_id,box_id,rfid_tag,box_type,box_capacity,sequence_number,subsequence,lifecycle_phase,sla_status,assigned_at,dispatched_at,delivered_at,picked_up_at,returned_at,return_condition,turnaround_hours,dispatch_lag_minutes,dwell_hours,days_since_assigned,is_returned,assignment_date
BA-20250620-044-0001,ORD-20250620-044,BOX-00072,RFID-BOS-072,MEDIUM,4,44,0001,COMPLETED,OVERDUE,2025-06-20 20:42:23,2025-06-20 21:01:06,2025-06-20 21:26:23,2025-06-26 07:56:52,2025-06-26 08:56:52,GOOD,132.24,19,130.5,277,True,2025-06-20
BA-20250620-045-0001,ORD-20250620-045,BOX-00073,RFID-BOS-073,MEDIUM,4,45,0001,COMPLETED,ON_TIME,2025-06-20 19:04:09,2025-06-20 19:28:40,2025-06-20 20:30:09,2025-06-21 14:56:24,2025-06-21 15:56:24,GOOD,20.87,24,18.43,277,True,2025-06-20
BA-20250620-046-0001,ORD-20250620-046,BOX-00077,RFID-BOS-077,MEDIUM,4,46,0001,COMPLETED,ON_TIME,2025-06-20 14:05:13,2025-06-20 14:16:50,2025-06-20 15:12:13,2025-06-20 10:53:50,2025-06-20 13:53:50,DAMAGED,-0.19,11,-4.32,277,True,2025-06-20
BA-20250620-047-0001,ORD-20250620-047,BOX-00078,RFID-BOS-078,MEDIUM,4,47,0001,COMPLETED,ON_TIME,2025-06-20 17:24:28,2025-06-20 17:47:24,2025-06-20 18:20:28,2025-06-21 12:46:35,2025-06-21 13:46:35,GOOD,20.37,23,18.43,277,True,2025-06-20
BA-20250620-048-0001,ORD-20250620-048,BOX-00069,RFID-BOS-069,MEDIUM,4,48,0001,COMPLETED,OVERDUE,2025-06-20 12:29:40,2025-06-20 12:58:43,2025-06-20 13:46:40,2025-06-26 11:00:43,2025-06-26 14:00:43,NEEDS_CLEANING,145.52,29,141.23,277,True,2025-06-20
BA-20250620-049-0001,ORD-20250620-049,BOX-00072,RFID-BOS-072,MEDIUM,4,49,0001,COMPLETED,ON_TIME,2025-06-20 09:37:59,2025-06-20 09:45:13,2025-06-20 10:14:59,2025-06-20 07:04:25,2025-06-20 10:04:25,GOOD,0.44,8,-3.17,277,True,2025-06-20
BA-20250620-050-0001,ORD-20250620-050,BOX-00073,RFID-BOS-073,MEDIUM,4,50,0001,COMPLETED,ON_TIME,2025-06-20 17:57:06,2025-06-20 18:12:49,2025-06-20 18:43:06,2025-06-21 08:49:56,2025-06-21 10:49:56,GOOD,16.88,15,14.1,277,True,2025-06-20
BA-20250620-051-0001,ORD-20250620-051,BOX-00077,RFID-BOS-077,MEDIUM,4,51,0001,COMPLETED,ON_TIME,2025-06-20 14:48:48,2025-06-20 15:12:14,2025-06-20 15:31:48,2025-06-21 10:06:24,2025-06-21 11:06:24,GOOD,20.29,24,18.58,277,True,2025-06-20
BA-20250620-052-0001,ORD-20250620-052,BOX-00078,RFID-BOS-078,MEDIUM,4,52,0001,COMPLETED,ON_TIME,2025-06-20 15:46:35,2025-06-20 16:12:09,2025-06-20 17:09:35,2025-06-21 11:13:11,2025-06-21 12:13:11,GOOD,20.44,26,18.07,277,True,2025-06-20
BA-20250620-053-0001,ORD-20250620-053,BOX-00069,RFID-BOS-069,MEDIUM,4,53,0001,COMPLETED,OVERDUE,2025-06-20 08:19:47,2025-06-20 08:37:45,2025-06-20 09:18:47,2025-06-23 07:16:44,2025-06-23 09:16:44,GOOD,72.95,18,69.97,277,True,2025-06-20
BA-20250620-054-0001,ORD-20250620-054,BOX-00072,RFID-BOS-072,MEDIUM,4,54,0001,COMPLETED,LATE,2025-06-20 09:43:20,2025-06-20 09:51:21,2025-06-20 10:35:20,2025-06-21 11:32:01,2025-06-21 14:32:01,GOOD,28.81,8,24.95,277,True,2025-06-20
BA-20250620-055-0001,ORD-20250620-055,BOX-00073,RFID-BOS-073,MEDIUM,4,55,0001,COMPLETED,OVERDUE,2025-06-20 12:43:43,2025-06-20 12:52:02,2025-06-20 13:38:43,2025-06-23 12:52:50,2025-06-23 14:52:50,GOOD,74.15,9,71.23,277,True,2025-06-20
BA-20250620-056-0001,ORD-20250620-056,BOX-00077,RFID-BOS-077,MEDIUM,4,56,0001,COMPLETED,OVERDUE,2025-06-20 18:28:44,2025-06-20 19:09:40,2025-06-20 19:56:44,2025-06-27 09:44:15,2025-06-27 11:44:15,GOOD,161.26,41,157.8,277,True,2025-06-20
BA-20250620-057-0001,ORD-20250620-057,BOX-00078,RFID-BOS-078,MEDIUM,4,57,0001,COMPLETED,ON_TIME,2025-06-20 16:49:32,2025-06-20 17:39:07,2025-06-20 18:04:32,2025-06-20 10:59:09,2025-06-20 12:59:09,GOOD,-3.84,50,-7.08,277,True,2025-06-20
BA-20250620-058-0001,ORD-20250620-058,BOX-00069,RFID-BOS-069,MEDIUM,4,58,0001,COMPLETED,ON_TIME,2025-06-20 20:56:03,2025-06-20 21:17:47,2025-06-20 21:42:03,2025-06-21 10:31:40,2025-06-21 13:31:40,GOOD,16.59,21,12.82,277,True,2025-06-20
BA-20250620-059-0001,ORD-20250620-059,BOX-00072,RFID-BOS-072,MEDIUM,4,59,0001,IN_TRANSIT,OUTSTANDING,2025-06-20 18:36:38,2025-06-20 18:59:39,,,,,,23,,277,False,2025-06-20
BA-20250620-060-0001,ORD-20250620-060,BOX-00073,RFID-BOS-073,MEDIUM,4,60,0001,COMPLETED,ON_TIME,2025-06-20 17:24:11,2025-06-20 17:42:24,2025-06-20 18:21:11,2025-06-21 10:01:13,2025-06-21 13:01:13,DAMAGED,19.62,18,15.67,277,True,2025-06-20
BA-20250620-061-0001,ORD-20250620-061,BOX-00077,RFID-BOS-077,MEDIUM,4,61,0001,COMPLETED,LATE,2025-06-20 12:39:04,2025-06-20 13:15:15,2025-06-20 13:52:04,2025-06-21 09:41:42,2025-06-21 12:41:42,GOOD,24.04,36,19.82,277,True,2025-06-20
BA-20250620-062-0001,ORD-20250620-062,BOX-00078,RFID-BOS-078,MEDIUM,4,62,0001,COMPLETED,ON_TIME,2025-06-20 19:41:27,2025-06-20 19:53:23,2025-06-20 20:34:27,2025-06-20 10:32:45,2025-06-20 12:32:45,GOOD,-7.14,12,-10.03,277,True,2025-06-20
BA-20250620-063-0001,ORD-20250620-063,BOX-00069,RFID-BOS-069,MEDIUM,4,63,0001,COMPLETED,LATE,2025-06-20 20:06:11,2025-06-20 20:48:56,2025-06-20 21:14:11,2025-06-23 10:28:08,2025-06-23 13:28:08,GOOD,65.37,42,61.23,277,True,2025-06-20
BA-20250620-064-0001,ORD-20250620-064,BOX-00073,RFID-BOS-073,MEDIUM,4,64,0001,COMPLETED,ON_TIME,2025-06-20 13:07:55,2025-06-20 13:20:27,2025-06-20 14:04:55,2025-06-21 10:51:23,2025-06-21 11:51:23,GOOD,22.72,13,20.78,277,True,2025-06-20
BA-20250620-065-0001,ORD-20250620-065,BOX-00077,RFID-BOS-077,MEDIUM,4,65,0001,COMPLETED,ON_TIME,2025-06-20 10:49:47,2025-06-20 11:13:32,2025-06-20 11:37:47,2025-06-21 06:28:57,2025-06-21 09:28:57,DAMAGED,22.65,24,18.85,277,True,2025-06-20
BA-20250620-066-0001,ORD-20250620-066,BOX-00078,RFID-BOS-078,MEDIUM,4,66,0001,COMPLETED,ON_TIME,2025-06-20 19:52:02,2025-06-20 20:15:37,2025-06-20 21:00:02,2025-06-21 10:18:50,2025-06-21 12:18:50,GOOD,16.45,23,13.3,277,True,2025-06-20
BA-20250620-067-0001,ORD-20250620-067,BOX-00069,RFID-BOS-069,MEDIUM,4,67,0001,COMPLETED,ON_TIME,2025-06-20 20:21:02,2025-06-20 20:46:37,2025-06-20 21:15:02,2025-06-21 11:56:36,2025-06-21 12:56:36,GOOD,16.59,25,14.68,277,True,2025-06-20
BA-20250620-068-0001,ORD-20250620-068,BOX-00073,RFID-BOS-073,MEDIUM,4,68,0001,COMPLETED,LATE,2025-06-20 20:21:03,2025-06-20 20:55:49,2025-06-20 21:18:03,2025-06-22 08:07:28,2025-06-22 10:07:28,GOOD,37.77,34,34.82,277,True,2025-06-20
BA-20250620-069-0001,ORD-20250620-069,BOX-00077,RFID-BOS-077,MEDIUM,4,69,0001,COMPLETED,ON_TIME,2025-06-20 14:07:50,2025-06-20 14:35:30,2025-06-20 14:56:50,2025-06-21 11:07:44,2025-06-21 13:07:44,GOOD,23.0,28,20.18,277,True,2025-06-20
BA-20250620-070-0001,ORD-20250620-070,BOX-00078,RFID-BOS-078,MEDIUM,4,70,0001,COMPLETED,ON_TIME,2025-06-20 17:11:08,2025-06-20 17:47:05,2025-06-20 18:41:08,2025-06-20 12:13:14,2025-06-20 15:13:14,GOOD,-1.97,36,-6.47,277,True,2025-06-20
BA-20250620-071-0001,ORD-20250620-071,BOX-00069,RFID-BOS-069,MEDIUM,4,71,0001,COMPLETED,ON_TIME,2025-06-20 18:24:32,2025-06-20 18:50:58,2025-06-20 19:23:32,2025-06-20 10:58:15,2025-06-20 11:58:15,GOOD,-6.44,26,-8.42,277,True,2025-06-20
BA-20250620-072-0001,ORD-20250620-072,BOX-00073,RFID-BOS-073,MEDIUM,4,72,0001,COMPLETED,ON_TIME,2025-06-20 09:39:41,2025-06-20 09:46:48,2025-06-20 10:37:41,2025-06-20 08:37:09,2025-06-20 11:37:09,GOOD,1.96,7,-2.0,277,True,2025-06-20
BA-20250620-073-0001,ORD-20250620-073,BOX-00077,RFID-BOS-077,MEDIUM,4,73,0001,COMPLETED,ON_TIME,2025-06-20 12:23:58,2025-06-20 13:08:47,2025-06-20 13:28:58,2025-06-21 09:04:58,2025-06-21 12:04:58,GOOD,23.68,45,19.6,277,True,2025-06-20
BA-20250620-074-0001,ORD-20250620-074,BOX-00078,RFID-BOS-078,MEDIUM,4,74,0001,COMPLETED,LATE,2025-06-20 06:46:22,2025-06-20 07:06:47,2025-06-20 07:35:22,2025-06-21 06:49:11,2025-06-21 08:49:11,GOOD,26.05,20,23.23,277,True,2025-06-20
BA-20250620-075-0001,ORD-20250620-075,BOX-00069,RFID-BOS-069,MEDIUM,4,75,0001,COMPLETED,ON_TIME,2025-06-20 11:38:10,2025-06-20 12:02:52,2025-06-20 12:42:10,2025-06-21 07:44:58,2025-06-21 08:44:58,GOOD,21.11,24,19.03,277,True,2025-06-20
BA-20250620-076-0001,ORD-20250620-076,BOX-00073,RFID-BOS-073,MEDIUM,4,76,0001,COMPLETED,LATE,2025-06-20 08:41:24,2025-06-20 09:12:20,2025-06-20 09:33:24,2025-06-21 10:50:37,2025-06-21 12:50:37,GOOD,28.15,31,25.28,277,True,2025-06-20
BA-20250620-077-0001,ORD-20250620-077,BOX-00077,RFID-BOS-077,MEDIUM,4,77,0001,COMPLETED,LATE,2025-06-20 11:17:28,2025-06-20 11:57:46,2025-06-20 12:56:28,2025-06-21 08:34:14,2025-06-21 11:34:14,GOOD,24.28,40,19.63,277,True,2025-06-20
BA-20250620-078-0001,ORD-20250620-078,BOX-00078,RFID-BOS-078,MEDIUM,4,78,0001,COMPLETED,ON_TIME,2025-06-20 16:13:31,2025-06-20 16:42:33,2025-06-20 17:29:31,2025-06-21 08:48:52,2025-06-21 11:48:52,GOOD,19.59,29,15.32,277,True,2025-06-20
BA-20250620-079-0001,ORD-20250620-079,BOX-00069,RFID-BOS-069,MEDIUM,4,79,0001,COMPLETED,ON_TIME,2025-06-20 13:54:47,2025-06-20 14:20:27,2025-06-20 14:59:47,2025-06-20 13:32:05,2025-06-20 16:32:05,GOOD,2.62,26,-1.45,277,True,2025-06-20
BA-20250620-080-0001,ORD-20250620-080,BOX-00073,RFID-BOS-073,MEDIUM,4,80,0001,COMPLETED,LATE,2025-06-20 14:54:10,2025-06-20 15:17:26,2025-06-20 15:41:10,2025-06-23 11:18:51,2025-06-23 14:18:51,GOOD,71.41,23,67.62,277,True,2025-06-20
BA-20250620-081-0001,ORD-20250620-081,BOX-00077,RFID-BOS-077,MEDIUM,4,81,0001,COMPLETED,ON_TIME,2025-06-20 14:53:34,2025-06-20 15:16:19,2025-06-20 15:42:34,2025-06-21 09:20:46,2025-06-21 10:20:46,NEEDS_CLEANING,19.45,23,17.63,277,True,2025-06-20
BA-20250620-082-0001,ORD-20250620-082,BOX-00078,RFID-BOS-078,MEDIUM,4,82,0001,COMPLETED,ON_TIME,2025-06-20 10:32:57,2025-06-20 10:48:28,2025-06-20 11:09:57,2025-06-21 09:07:23,2025-06-21 10:07:23,GOOD,23.57,16,21.97,277,True,2025-06-20
BA-20250620-083-0001,ORD-20250620-083,BOX-00069,RFID-BOS-069,MEDIUM,4,83,0001,COMPLETED,ON_TIME,2025-06-20 10:46:43,2025-06-20 11:28:39,2025-06-20 12:33:43,2025-06-21 07:01:46,2025-06-21 08:01:46,GOOD,21.25,42,18.47,277,True,2025-06-20
BA-20250620-084-0001,ORD-20250620-084,BOX-00073,RFID-BOS-073,MEDIUM,4,84,0001,COMPLETED,ON_TIME,2025-06-20 17:05:26,2025-06-20 17:42:31,2025-06-20 18:45:26,2025-06-21 08:12:06,2025-06-21 11:12:06,GOOD,18.11,37,13.45,277,True,2025-06-20
BA-20250620-085-0001,ORD-20250620-085,BOX-00077,RFID-BOS-077,MEDIUM,4,85,0001,COMPLETED,ON_TIME,2025-06-20 13:52:54,2025-06-20 14:27:02,2025-06-20 15:20:54,2025-06-21 07:00:32,2025-06-21 10:00:32,DAMAGED,20.13,35,15.67,277,True,2025-06-20
BA-20250620-086-0001,ORD-20250620-086,BOX-00078,RFID-BOS-078,MEDIUM,4,86,0001,COMPLETED,LATE,2025-06-20 16:08:51,2025-06-20 16:37:57,2025-06-20 17:28:51,2025-06-22 08:03:53,2025-06-22 09:03:53,GOOD,40.92,29,38.58,277,True,2025-06-20
BA-20250620-087-0001,ORD-20250620-087,BOX-00069,RFID-BOS-069,MEDIUM,4,87,0001,COMPLETED,ON_TIME,2025-06-20 18:38:39,2025-06-20 19:21:03,2025-06-20 19:51:39,2025-06-21 09:48:11,2025-06-21 11:48:11,GOOD,17.16,43,13.95,277,True,2025-06-20
BA-20250620-088-0001,ORD-20250620-088,BOX-00073,RFID-BOS-073,MEDIUM,4,88,0001,COMPLETED,ON_TIME,2025-06-20 13:15:27,2025-06-20 13:51:46,2025-06-20 14:19:27,2025-06-21 09:42:31,2025-06-21 10:42:31,GOOD,21.45,36,19.38,277,True,2025-06-20
BA-20250620-089-0001,ORD-20250620-089,BOX-00077,RFID-BOS-077,MEDIUM,4,89,0001,COMPLETED,OVERDUE,2025-06-20 20:18:29,2025-06-20 20:47:48,2025-06-20 21:30:29,2025-06-24 13:31:24,2025-06-24 14:31:24,GOOD,90.22,29,88.02,277,True,2025-06-20
BA-20250620-090-0001,ORD-20250620-090,BOX-00078,RFID-BOS-078,MEDIUM,4,90,0001,COMPLETED,ON_TIME,2025-06-20 14:34:21,2025-06-20 15:16:27,2025-06-20 15:51:21,2025-06-21 13:19:04,2025-06-21 14:19:04,GOOD,23.75,42,21.47,277,True,2025-06-20
BA-20250620-091-0001,ORD-20250620-091,BOX-00069,RFID-BOS-069,MEDIUM,4,91,0001,COMPLETED,LATE,2025-06-20 11:29:05,2025-06-20 11:59:26,2025-06-20 12:50:05,2025-06-21 10:26:39,2025-06-21 13:26:39,NEEDS_CLEANING,25.96,30,21.6,277,True,2025-06-20
BA-20250620-092-0001,ORD-20250620-092,BOX-00073,RFID-BOS-073,MEDIUM,4,92,0001,COMPLETED,LATE,2025-06-20 17:00:23,2025-06-20 17:08:17,2025-06-20 17:30:23,2025-06-22 09:56:02,2025-06-22 11:56:02,GOOD,42.93,8,40.43,277,True,2025-06-20
BA-20250620-093-0001,ORD-20250620-093,BOX-00077,RFID-BOS-077,MEDIUM,4,93,0001,COMPLETED,ON_TIME,2025-06-20 17:37:21,2025-06-20 18:13:38,2025-06-20 18:43:21,2025-06-21 10:21:32,2025-06-21 12:21:32,GOOD,18.74,36,15.63,277,True,2025-06-20
BA-20250620-094-0001,ORD-20250620-094,BOX-00078,RFID-BOS-078,MEDIUM,4,94,0001,COMPLETED,ON_TIME,2025-06-20 12:33:36,2025-06-20 13:07:46,2025-06-20 14:10:36,2025-06-21 09:41:19,2025-06-21 10:41:19,GOOD,22.13,34,19.52,277,True,2025-06-20
BA-20250620-095-0001,ORD-20250620-095,BOX-00069,RFID-BOS-069,MEDIUM,4,95,0001,COMPLETED,ON_TIME,2025-06-20 13:03:49,2025-06-20 13:29:59,2025-06-20 13:49:49,2025-06-21 10:42:12,2025-06-21 12:42:12,GOOD,23.64,26,20.88,277,True,2025-06-20
BA-20250620-096-0001,ORD-20250620-096,BOX-00073,RFID-BOS-073,MEDIUM,4,96,0001,COMPLETED,LATE,2025-06-20 17:41:23,2025-06-20 18:12:33,2025-06-20 18:34:23,2025-06-23 08:52:24,2025-06-23 11:52:24,GOOD,66.18,31,62.3,277,True,2025-06-20
BA-20250620-097-0001,ORD-20250620-097,BOX-00077,RFID-BOS-077,MEDIUM,4,97,0001,COMPLETED,ON_TIME,2025-06-20 16:12:17,2025-06-20 16:21:08,2025-06-20 16:53:17,2025-06-21 13:36:49,2025-06-21 14:36:49,NEEDS_CLEANING,22.41,9,20.72,277,True,2025-06-20
BA-20250620-098-0001,ORD-20250620-098,BOX-00078,RFID-BOS-078,MEDIUM,4,98,0001,COMPLETED,LATE,2025-06-20 11:28:22,2025-06-20 11:56:49,2025-06-20 12:36:22,2025-06-21 10:51:59,2025-06-21 11:51:59,GOOD,24.39,28,22.25,277,True,2025-06-20
BA-20250620-099-0001,ORD-20250620-099,BOX-00069,RFID-BOS-069,MEDIUM,4,99,0001,COMPLETED,LATE,2025-06-20 06:36:54,2025-06-20 07:08:56,2025-06-20 07:25:54,2025-06-21 10:10:47,2025-06-21 11:10:47,GOOD,28.56,32,26.75,277,True,2025-06-20
BA-20250620-100-0001,ORD-20250620-100,BOX-00073,RFID-BOS-073,MEDIUM,4,100,0001,COMPLETED,LATE,2025-06-20 12:34:31,2025-06-20 13:03:49,2025-06-20 13:31:31,2025-06-23 09:59:48,2025-06-23 10:59:48,GOOD,70.42,29,68.47,277,True,2025-06-20
BA-20250620-101-0001,ORD-20250620-101,BOX-00077,RFID-BOS-077,MEDIUM,4,101,0001,COMPLETED,ON_TIME,2025-06-20 14:59:29,2025-06-20 15:31:17,2025-06-20 16:39:29,2025-06-21 10:08:38,2025-06-21 11:08:38,GOOD,20.15,32,17.48,277,True,2025-06-20
BA-20250620-102-0001,ORD-20250620-102,BOX-00078,RFID-BOS-078,MEDIUM,4,102,0001,COMPLETED,LATE,2025-06-20 10:57:58,2025-06-20 11:15:33,2025-06-20 11:38:58,2025-06-21 10:29:35,2025-06-21 11:29:35,NEEDS_CLEANING,24.53,18,22.85,277,True,2025-06-20
BA-20250620-103-0001,ORD-20250620-103,BOX-00069,RFID-BOS-069,MEDIUM,4,103,0001,COMPLETED,ON_TIME,2025-06-20 08:31:53,2025-06-20 08:39:31,2025-06-20 08:59:53,2025-06-20 11:17:35,2025-06-20 14:17:35,GOOD,5.76,8,2.3,277,True,2025-06-20
BA-20250620-104-0001,ORD-20250620-104,BOX-00073,RFID-BOS-073,MEDIUM,4,104,0001,COMPLETED,OVERDUE,2025-06-20 15:28:10,2025-06-20 15:42:49,2025-06-20 16:03:10,2025-06-25 10:56:23,2025-06-25 13:56:23,NEEDS_CLEANING,118.47,14,114.88,277,True,2025-06-20
BA-20250620-105-0001,ORD-20250620-105,BOX-00077,RFID-BOS-077,MEDIUM,4,105,0001,COMPLETED,ON_TIME,2025-06-20 07:11:36,2025-06-20 07:31:38,2025-06-20 08:15:36,2025-06-20 12:50:39,2025-06-20 14:50:39,GOOD,7.65,20,4.58,277,True,2025-06-20
BA-20250620-106-0001,ORD-20250620-106,BOX-00078,RFID-BOS-078,MEDIUM,4,106,0001,COMPLETED,ON_TIME,2025-06-20 08:14:13,2025-06-20 08:36:33,2025-06-20 08:58:13,2025-06-21 06:15:53,2025-06-21 07:15:53,GOOD,23.03,22,21.28,277,True,2025-06-20
BA-20250620-107-0001,ORD-20250620-107,BOX-00069,RFID-BOS-069,MEDIUM,4,107,0001,COMPLETED,ON_TIME,2025-06-20 12:31:22,2025-06-20 13:04:28,2025-06-20 13:38:22,2025-06-21 09:09:11,2025-06-21 12:09:11,GOOD,23.63,33,19.52,277,True,2025-06-20
BA-20250620-108-0001,ORD-20250620-108,BOX-00073,RFID-BOS-073,MEDIUM,4,108,0001,COMPLETED,ON_TIME,2025-06-20 11:15:09,2025-06-20 11:23:31,2025-06-20 11:48:09,2025-06-21 09:36:53,2025-06-21 10:36:53,GOOD,23.36,8,21.8,277,True,2025-06-20
BA-20250620-109-0001,ORD-20250620-109,BOX-00077,RFID-BOS-077,MEDIUM,4,109,0001,COMPLETED,ON_TIME,2025-06-20 16:03:40,2025-06-20 16:27:22,2025-06-20 16:55:40,2025-06-20 09:56:23,2025-06-20 11:56:23,GOOD,-4.12,24,-6.98,277,True,2025-06-20
BA-20250620-110-0001,ORD-20250620-110,BOX-00078,RFID-BOS-078,MEDIUM,4,110,0001,COMPLETED,LATE,2025-06-20 11:29:29,2025-06-20 11:47:58,2025-06-20 12:10:29,2025-06-22 11:55:08,2025-06-22 12:55:08,GOOD,49.43,18,47.75,277,True,2025-06-20
BA-20250620-111-0001,ORD-20250620-111,BOX-00069,RFID-BOS-069,MEDIUM,4,111,0001,COMPLETED,OVERDUE,2025-06-20 15:09:49,2025-06-20 15:38:06,2025-06-20 16:25:49,2025-06-26 10:57:57,2025-06-26 13:57:57,GOOD,142.8,29,138.53,277,True,2025-06-20
BA-20250620-112-0001,ORD-20250620-112,BOX-00073,RFID-BOS-073,MEDIUM,4,112,0001,COMPLETED,LATE,2025-06-20 08:16:02,2025-06-20 08:36:17,2025-06-20 09:03:02,2025-06-22 13:52:16,2025-06-22 15:52:16,GOOD,55.6,20,52.82,277,True,2025-06-20
BA-20250620-113-0001,ORD-20250620-113,BOX-00077,RFID-BOS-077,MEDIUM,4,113,0001,COMPLETED,ON_TIME,2025-06-20 13:18:29,2025-06-20 13:37:11,2025-06-20 14:26:29,2025-06-21 06:27:53,2025-06-21 08:27:53,NEEDS_CLEANING,19.16,19,16.02,277,True,2025-06-20
BA-20250620-114-0001,ORD-20250620-114,BOX-00078,RFID-BOS-078,MEDIUM,4,114,0001,COMPLETED,LATE,2025-06-20 11:57:19,2025-06-20 12:07:56,2025-06-20 12:35:19,2025-06-22 10:27:24,2025-06-22 12:27:24,GOOD,48.5,10,45.87,277,True,2025-06-20
BA-20250620-115-0001,ORD-20250620-115,BOX-00069,RFID-BOS-069,MEDIUM,4,115,0001,COMPLETED,ON_TIME,2025-06-20 18:45:39,2025-06-20 19:02:16,2025-06-20 19:37:39,2025-06-21 09:33:24,2025-06-21 11:33:24,DAMAGED,16.8,17,13.93,277,True,2025-06-20
BA-20250620-116-0001,ORD-20250620-116,BOX-00073,RFID-BOS-073,MEDIUM,4,116,0001,COMPLETED,OVERDUE,2025-06-20 11:38:13,2025-06-20 12:24:53,2025-06-20 13:18:13,2025-06-26 11:32:09,2025-06-26 13:32:09,NEEDS_CLEANING,145.9,46,142.23,277,True,2025-06-20
BA-20250620-117-0001,ORD-20250620-117,BOX-00077,RFID-BOS-077,MEDIUM,4,117,0001,COMPLETED,ON_TIME,2025-06-20 16:24:40,2025-06-20 17:06:16,2025-06-20 17:31:40,2025-06-21 09:20:33,2025-06-21 11:20:33,GOOD,18.93,42,15.82,277,True,2025-06-20
BA-20250620-118-0001,ORD-20250620-118,BOX-00078,RFID-BOS-078,MEDIUM,4,118,0001,COMPLETED,OVERDUE,2025-06-20 08:21:29,2025-06-20 08:31:41,2025-06-20 09:15:29,2025-06-23 08:49:22,2025-06-23 09:49:22,GOOD,73.46,10,71.57,277,True,2025-06-20
BA-20250620-119-0001,ORD-20250620-119,BOX-00069,RFID-BOS-069,MEDIUM,4,119,0001,COMPLETED,LATE,2025-06-20 14:50:01,2025-06-20 15:23:57,2025-06-20 15:48:01,2025-06-23 08:57:00,2025-06-23 09:57:00,GOOD,67.12,33,65.15,277,True,2025-06-20
BA-20250620-120-0001,ORD-20250620-120,BOX-00073,RFID-BOS-073,MEDIUM,4,120,0001,COMPLETED,OVERDUE,2025-06-20 14:35:40,2025-06-20 15:19:18,2025-06-20 15:54:40,2025-06-27 07:39:00,2025-06-27 09:39:00,GOOD,163.06,44,159.75,277,True,2025-06-20
BA-20250620-121-0001,ORD-20250620-121,BOX-00077,RFID-BOS-077,MEDIUM,4,121,0001,COMPLETED,LATE,2025-06-20 16:01:08,2025-06-20 16:19:12,2025-06-20 16:53:08,2025-06-23 08:50:15,2025-06-23 10:50:15,GOOD,66.82,18,63.95,277,True,2025-06-20
BA-20250620-122-0001,ORD-20250620-122,BOX-00078,RFID-BOS-078,MEDIUM,4,122,0001,COMPLETED,LATE,2025-06-20 10:20:49,2025-06-20 11:02:24,2025-06-20 11:29:49,2025-06-23 09:13:49,2025-06-23 10:13:49,GOOD,71.88,42,69.73,277,True,2025-06-20
BA-20250620-123-0001,ORD-20250620-123,BOX-00069,RFID-BOS-069,MEDIUM,4,123,0001,COMPLETED,ON_TIME,2025-06-20 14:20:18,2025-06-20 14:48:31,2025-06-20 15:50:18,2025-06-21 08:06:09,2025-06-21 10:06:09,GOOD,19.76,28,16.27,277,True,2025-06-20
BA-20250620-124-0001,ORD-20250620-124,BOX-00073,RFID-BOS-073,MEDIUM,4,124,0001,COMPLETED,ON_TIME,2025-06-20 19:34:41,2025-06-20 20:03:57,2025-06-20 20:41:41,2025-06-21 10:17:12,2025-06-21 11:17:12,GOOD,15.71,29,13.6,277,True,2025-06-20
BA-20250620-125-0001,ORD-20250620-125,BOX-00077,RFID-BOS-077,MEDIUM,4,125,0001,COMPLETED,ON_TIME,2025-06-20 15:37:46,2025-06-20 16:08:28,2025-06-20 16:35:46,2025-06-21 09:03:11,2025-06-21 12:03:11,GOOD,20.42,31,16.47,277,True,2025-06-20
BA-20250620-126-0001,ORD-20250620-126,BOX-00078,RFID-BOS-078,MEDIUM,4,126,0001,COMPLETED,ON_TIME,2025-06-20 12:18:17,2025-06-20 12:56:59,2025-06-20 13:24:17,2025-06-21 07:25:28,2025-06-21 08:25:28,GOOD,20.12,38,18.02,277,True,2025-06-20
BA-20250620-127-0001,ORD-20250620-127,BOX-00069,RFID-BOS-069,MEDIUM,4,127,0001,COMPLETED,ON_TIME,2025-06-20 11:59:31,2025-06-20 12:17:03,2025-06-20 13:03:31,2025-06-21 09:28:56,2025-06-21 11:28:56,DAMAGED,23.49,18,20.42,277,True,2025-06-20
BA-20250620-128-0001,ORD-20250620-128,BOX-00073,RFID-BOS-073,MEDIUM,4,128,0001,COMPLETED,ON_TIME,2025-06-20 19:30:10,2025-06-20 20:07:38,2025-06-20 20:27:10,2025-06-21 10:11:11,2025-06-21 12:11:11,NEEDS_CLEANING,16.68,37,13.73,277,True,2025-06-20
BA-20250620-129-0001,ORD-20250620-129,BOX-00077,RFID-BOS-077,MEDIUM,4,129,0001,COMPLETED,LATE,2025-06-20 10:23:50,2025-06-20 11:10:15,2025-06-20 11:55:50,2025-06-21 09:46:58,2025-06-21 11:46:58,GOOD,25.39,47,21.85,277,True,2025-06-20
BA-20250620-130-0001,ORD-20250620-130,BOX-00078,RFID-BOS-078,MEDIUM,4,130,0001,COMPLETED,ON_TIME,2025-06-20 20:04:03,2025-06-20 20:23:55,2025-06-20 20:38:03,2025-06-21 08:12:25,2025-06-21 10:12:25,GOOD,14.14,19,11.57,277,True,2025-06-20
