maintenance_id,box_id,rfid_tag,box_type,maintenance_type,start_date,end_date,maintenance_date,year_month,notes,cost,downtime_hours,cumulative_cost_per_box,maintenance_sequence,box_total_assignments,cost_per_assignment
MAINT-00380,BOX-00045,RFID-BOS-045,SMALL,REPAIR,2025-06-15 13:18:15,2025-06-16 13:18:15,2025-06-15,2025-06,Post-return repair after 59 uses,11.53,24.0,185.94,15,69,0.1671
MAINT-00389,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-15 13:21:37,2025-06-15 15:21:37,2025-06-15,2025-06,Post-return cleaning after 65 uses,2.5,2.0,204.91,17,97,0.0258
MAINT-00332,BOX-00076,RFID-BOS-076,MEDIUM,CLEANING,2025-06-15 13:42:37,2025-06-15 15:42:37,2025-06-15,2025-06,Post-return cleaning after 5 uses,2.5,2.0,7.88,2,27,0.0926
MAINT-00215,BOX-00070,RFID-BOS-070,SMALL,REPAIR,2025-06-15 14:05:33,2025-06-16 14:05:33,2025-06-15,2025-06,Post-return repair after 23 uses,22.86,24.0,162.71,14,60,0.381
MAINT-00382,BOX-00045,RFID-BOS-045,SMALL,INSPECTION,2025-06-15 14:12:20,2025-06-15 18:12:20,2025-06-15,2025-06,Post-return inspection after 60 uses,10.0,4.0,195.94,16,69,0.1449
MAINT-00383,BOX-00055,RFID-BOS-055,SMALL,INSPECTION,2025-06-15 14:19:00,2025-06-15 18:19:00,2025-06-15,2025-06,Post-return inspection after 60 uses,10.0,4.0,222.47,17,88,0.1136
MAINT-00381,BOX-00039,RFID-BOS-039,SMALL,INSPECTION,2025-06-15 14:21:02,2025-06-15 18:21:02,2025-06-15,2025-06,Post-return inspection after 60 uses,10.0,4.0,242.43,16,71,0.1408
MAINT-00373,BOX-00027,RFID-BOS-027,MEDIUM,INSPECTION,2025-06-15 14:33:14,2025-06-15 18:33:14,2025-06-15,2025-06,Post-return inspection after 15 uses,10.0,4.0,40.48,4,16,0.625
MAINT-00397,BOX-00045,RFID-BOS-045,SMALL,REPAIR,2025-06-16 07:53:22,2025-06-17 07:53:22,2025-06-16,2025-06,Post-return repair after 68 uses,7.24,24.0,203.18,17,69,0.1049
MAINT-00357,BOX-00035,RFID-BOS-035,SMALL,REPAIR,2025-06-16 08:04:15,2025-06-17 08:04:15,2025-06-16,2025-06,Post-return repair after 53 uses,38.38,24.0,209.89,15,66,0.5815
MAINT-00399,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-16 09:11:55,2025-06-16 11:11:55,2025-06-16,2025-06,Post-return cleaning after 70 uses,2.5,2.0,207.41,18,97,0.0258
MAINT-00398,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-16 10:40:21,2025-06-16 12:40:21,2025-06-16,2025-06,Post-return cleaning after 65 uses,2.5,2.0,156.55,15,103,0.0243
MAINT-00415,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-16 10:49:44,2025-06-16 12:49:44,2025-06-16,2025-06,Post-return cleaning after 85 uses,2.5,2.0,209.91,19,97,0.0258
MAINT-00396,BOX-00037,RFID-BOS-037,SMALL,REPAIR,2025-06-16 11:05:59,2025-06-17 11:05:59,2025-06-16,2025-06,Post-return repair after 69 uses,31.72,24.0,241.63,20,97,0.327
MAINT-00405,BOX-00055,RFID-BOS-055,SMALL,REPAIR,2025-06-16 11:58:34,2025-06-17 11:58:34,2025-06-16,2025-06,Post-return repair after 74 uses,15.28,24.0,237.75,18,88,0.1736
MAINT-00402,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-16 12:21:08,2025-06-17 12:21:08,2025-06-16,2025-06,Post-return repair after 80 uses,23.72,24.0,372.42,23,101,0.2349
MAINT-00401,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-16 12:21:56,2025-06-16 14:21:56,2025-06-16,2025-06,Post-return cleaning after 70 uses,2.5,2.0,240.25,19,88,0.0284
MAINT-00375,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-16 12:27:39,2025-06-16 14:27:39,2025-06-16,2025-06,Post-return cleaning after 55 uses,2.5,2.0,159.05,16,103,0.0243
MAINT-00365,BOX-00039,RFID-BOS-039,SMALL,REPAIR,2025-06-16 13:01:30,2025-06-17 13:01:30,2025-06-16,2025-06,Post-return repair after 55 uses,48.27,24.0,290.7,17,71,0.6799
MAINT-00414,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-16 13:21:11,2025-06-17 13:21:11,2025-06-16,2025-06,Post-return repair after 91 uses,16.17,24.0,388.59,24,101,0.1601
MAINT-00403,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-16 13:23:54,2025-06-16 15:23:54,2025-06-16,2025-06,Post-return cleaning after 70 uses,2.5,2.0,161.55,17,103,0.0243
MAINT-00425,BOX-00037,RFID-BOS-037,SMALL,CLEANING,2025-06-16 13:36:12,2025-06-16 15:36:12,2025-06-16,2025-06,Post-return cleaning after 95 uses,2.5,2.0,244.13,21,97,0.0258
MAINT-00293,BOX-00032,RFID-BOS-032,MEDIUM,REPAIR,2025-06-16 13:36:57,2025-06-17 13:36:57,2025-06-16,2025-06,Post-return repair after 11 uses,23.12,24.0,63.06,3,14,1.6514
MAINT-00393,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-16 14:29:52,2025-06-16 16:29:52,2025-06-16,2025-06,Post-return cleaning after 65 uses,2.5,2.0,242.75,20,88,0.0284
MAINT-00411,BOX-00063,RFID-BOS-063,SMALL,REPAIR,2025-06-17 07:33:56,2025-06-18 07:33:56,2025-06-17,2025-06,Post-return repair after 77 uses,31.15,24.0,192.7,18,103,0.3024
MAINT-00428,BOX-00071,RFID-BOS-071,MEDIUM,CLEANING,2025-06-17 08:22:51,2025-06-17 10:22:51,2025-06-17,2025-06,Post-return cleaning after 10 uses,2.5,2.0,5.0,2,38,0.0658
MAINT-00430,BOX-00072,RFID-BOS-072,MEDIUM,CLEANING,2025-06-17 08:23:13,2025-06-17 10:23:13,2025-06-17,2025-06,Post-return cleaning after 10 uses,2.5,2.0,51.12,3,50,0.05
MAINT-00431,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-17 09:24:06,2025-06-17 11:24:06,2025-06-17,2025-06,Post-return cleaning after 100 uses,2.5,2.0,195.2,19,103,0.0243
MAINT-00392,BOX-00025,RFID-BOS-025,MEDIUM,REPAIR,2025-06-17 09:32:49,2025-06-18 09:32:49,2025-06-17,2025-06,Post-return repair after 16 uses,48.59,24.0,84.88,4,41,1.1851
MAINT-00407,BOX-00055,RFID-BOS-055,SMALL,INSPECTION,2025-06-17 09:33:57,2025-06-17 13:33:57,2025-06-17,2025-06,Post-return inspection after 75 uses,10.0,4.0,252.75,21,88,0.1136
MAINT-00429,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-17 09:45:12,2025-06-17 11:45:12,2025-06-17,2025-06,Post-return cleaning after 95 uses,2.5,2.0,197.7,20,103,0.0243
MAINT-00409,BOX-00063,RFID-BOS-063,SMALL,INSPECTION,2025-06-17 10:22:27,2025-06-17 14:22:27,2025-06-17,2025-06,Post-return inspection after 75 uses,10.0,4.0,207.7,21,103,0.0971
MAINT-00437,BOX-00025,RFID-BOS-025,MEDIUM,CLEANING,2025-06-17 11:09:53,2025-06-17 13:09:53,2025-06-17,2025-06,Post-return cleaning after 20 uses,2.5,2.0,87.38,5,41,0.061
MAINT-00422,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-17 11:31:39,2025-06-17 13:31:39,2025-06-17,2025-06,Post-return cleaning after 85 uses,2.5,2.0,210.2,22,103,0.0243
MAINT-00316,BOX-00058,RFID-BOS-058,SMALL,CLEANING,2025-06-17 11:37:59,2025-06-17 13:37:59,2025-06-17,2025-06,Post-return cleaning after 40 uses,2.5,2.0,223.23,14,49,0.051
MAINT-00416,BOX-00063,RFID-BOS-063,SMALL,CLEANING,2025-06-17 11:48:30,2025-06-17 13:48:30,2025-06-17,2025-06,Post-return cleaning after 80 uses,2.5,2.0,212.7,23,103,0.0243
MAINT-00406,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-17 11:58:47,2025-06-17 13:58:47,2025-06-17,2025-06,Post-return cleaning after 85 uses,2.5,2.0,391.09,25,101,0.0248
MAINT-00426,BOX-00063,RFID-BOS-063,SMALL,INSPECTION,2025-06-17 12:27:47,2025-06-17 16:27:47,2025-06-17,2025-06,Post-return inspection after 90 uses,10.0,4.0,222.7,24,103,0.0971
MAINT-00412,BOX-00022,RFID-BOS-022,SMALL,INSPECTION,2025-06-17 13:02:42,2025-06-17 17:02:42,2025-06-17,2025-06,Post-return inspection after 90 uses,10.0,4.0,401.09,26,101,0.099
MAINT-00432,BOX-00078,RFID-BOS-078,MEDIUM,CLEANING,2025-06-17 13:10:22,2025-06-17 15:10:22,2025-06-17,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,65,0.0385
MAINT-00418,BOX-00040,RFID-BOS-040,MEDIUM,INSPECTION,2025-06-17 13:13:06,2025-06-17 17:13:06,2025-06-17,2025-06,Post-return inspection after 15 uses,10.0,4.0,55.48,4,39,0.2564
MAINT-00408,BOX-00037,RFID-BOS-037,SMALL,REPAIR,2025-06-17 13:53:03,2025-06-18 13:53:03,2025-06-17,2025-06,Post-return repair after 80 uses,8.5,24.0,252.63,22,97,0.0876
MAINT-00417,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-17 14:10:58,2025-06-18 14:10:58,2025-06-17,2025-06,Post-return repair after 93 uses,17.8,24.0,418.89,27,101,0.1762
MAINT-00421,BOX-00037,RFID-BOS-037,SMALL,INSPECTION,2025-06-17 14:13:09,2025-06-17 18:13:09,2025-06-17,2025-06,Post-return inspection after 90 uses,10.0,4.0,262.63,23,97,0.1031
MAINT-00419,BOX-00022,RFID-BOS-022,SMALL,CLEANING,2025-06-17 14:27:08,2025-06-17 16:27:08,2025-06-17,2025-06,Post-return cleaning after 95 uses,2.5,2.0,421.39,28,101,0.0248
MAINT-00420,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-17 15:52:20,2025-06-17 17:52:20,2025-06-17,2025-06,Post-return cleaning after 85 uses,2.5,2.0,255.25,22,88,0.0284
MAINT-00468,BOX-00071,RFID-BOS-071,MEDIUM,CLEANING,2025-06-18 07:43:15,2025-06-18 09:43:15,2025-06-18,2025-06,Post-return cleaning after 20 uses,2.5,2.0,7.5,3,38,0.0658
MAINT-00436,BOX-00007,RFID-BOS-007,MEDIUM,CLEANING,2025-06-18 09:26:07,2025-06-18 11:26:07,2025-06-18,2025-06,Post-return cleaning after 20 uses,2.5,2.0,24.15,5,47,0.0532
MAINT-00441,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-18 10:22:49,2025-06-19 10:22:49,2025-06-18,2025-06,Post-return repair after 13 uses,44.03,24.0,46.53,2,116,0.3796
MAINT-00488,BOX-00007,RFID-BOS-007,MEDIUM,CLEANING,2025-06-18 10:31:39,2025-06-18 12:31:39,2025-06-18,2025-06,Post-return cleaning after 35 uses,2.5,2.0,26.65,6,47,0.0532
MAINT-00463,BOX-00030,RFID-BOS-030,MEDIUM,REPAIR,2025-06-18 10:35:05,2025-06-19 10:35:05,2025-06-18,2025-06,Post-return repair after 26 uses,33.52,24.0,168.66,8,29,1.1559
MAINT-00487,BOX-00078,RFID-BOS-078,MEDIUM,CLEANING,2025-06-18 10:41:31,2025-06-18 12:41:31,2025-06-18,2025-06,Post-return cleaning after 20 uses,2.5,2.0,5.0,2,65,0.0385
MAINT-00486,BOX-00072,RFID-BOS-072,MEDIUM,REPAIR,2025-06-18 10:49:20,2025-06-19 10:49:20,2025-06-18,2025-06,Post-return repair after 26 uses,36.01,24.0,87.13,4,50,0.7202
MAINT-00446,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-18 10:52:24,2025-06-18 12:52:24,2025-06-18,2025-06,Post-return cleaning after 10 uses,2.5,2.0,5.0,2,87,0.0287
MAINT-00460,BOX-00056,RFID-BOS-056,MEDIUM,CLEANING,2025-06-18 10:52:59,2025-06-18 12:52:59,2025-06-18,2025-06,Post-return cleaning after 20 uses,2.5,2.0,63.03,4,30,0.0833
MAINT-00474,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-18 11:20:21,2025-06-18 13:20:21,2025-06-18,2025-06,Post-return cleaning after 20 uses,2.5,2.0,5.0,2,83,0.0301
MAINT-00459,BOX-00054,RFID-BOS-054,MEDIUM,CLEANING,2025-06-18 11:24:30,2025-06-18 13:24:30,2025-06-18,2025-06,Post-return cleaning after 20 uses,2.5,2.0,50.7,5,23,0.1087
MAINT-00461,BOX-00076,RFID-BOS-076,MEDIUM,INSPECTION,2025-06-18 11:46:23,2025-06-18 15:46:23,2025-06-18,2025-06,Post-return inspection after 15 uses,10.0,4.0,17.88,3,27,0.3704
MAINT-00465,BOX-00077,RFID-BOS-077,MEDIUM,INSPECTION,2025-06-18 11:53:11,2025-06-18 15:53:11,2025-06-18,2025-06,Post-return inspection after 15 uses,10.0,4.0,15.0,3,87,0.1149
MAINT-00456,BOX-00007,RFID-BOS-007,MEDIUM,CLEANING,2025-06-18 11:53:25,2025-06-18 13:53:25,2025-06-18,2025-06,Post-return cleaning after 25 uses,2.5,2.0,29.15,7,47,0.0532
MAINT-00452,BOX-00072,RFID-BOS-072,MEDIUM,INSPECTION,2025-06-18 12:43:25,2025-06-18 16:43:25,2025-06-18,2025-06,Post-return inspection after 15 uses,10.0,4.0,97.13,5,50,0.2
MAINT-00455,BOX-00073,RFID-BOS-073,MEDIUM,INSPECTION,2025-06-18 12:54:20,2025-06-18 16:54:20,2025-06-18,2025-06,Post-return inspection after 15 uses,10.0,4.0,15.0,3,83,0.1205
MAINT-00424,BOX-00022,RFID-BOS-022,SMALL,REPAIR,2025-06-18 12:59:39,2025-06-19 12:59:39,2025-06-18,2025-06,Post-return repair after 100 uses,33.33,24.0,454.72,29,101,0.33
MAINT-00454,BOX-00043,RFID-BOS-043,MEDIUM,CLEANING,2025-06-18 13:09:01,2025-06-18 15:09:01,2025-06-18,2025-06,Post-return cleaning after 20 uses,2.5,2.0,48.26,4,25,0.1
MAINT-00444,BOX-00043,RFID-BOS-043,MEDIUM,REPAIR,2025-06-18 13:09:37,2025-06-19 13:09:37,2025-06-18,2025-06,Post-return repair after 17 uses,36.31,24.0,84.57,5,25,1.4524
MAINT-00443,BOX-00080,RFID-BOS-080,MEDIUM,CLEANING,2025-06-18 13:21:32,2025-06-18 15:21:32,2025-06-18,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,37,0.0676
MAINT-00395,BOX-00022,RFID-BOS-022,SMALL,INSPECTION,2025-06-18 13:25:53,2025-06-18 17:25:53,2025-06-18,2025-06,Post-return inspection after 75 uses,10.0,4.0,464.72,30,101,0.099
MAINT-00451,BOX-00071,RFID-BOS-071,MEDIUM,INSPECTION,2025-06-18 13:29:24,2025-06-18 17:29:24,2025-06-18,2025-06,Post-return inspection after 15 uses,10.0,4.0,17.5,4,38,0.2632
MAINT-00466,BOX-00040,RFID-BOS-040,MEDIUM,CLEANING,2025-06-18 13:40:44,2025-06-18 15:40:44,2025-06-18,2025-06,Post-return cleaning after 25 uses,2.5,2.0,57.98,5,39,0.0641
MAINT-00450,BOX-00069,RFID-BOS-069,MEDIUM,INSPECTION,2025-06-18 14:40:43,2025-06-18 18:40:43,2025-06-18,2025-06,Post-return inspection after 15 uses,10.0,4.0,56.53,3,116,0.0862
MAINT-00453,BOX-00078,RFID-BOS-078,MEDIUM,CLEANING,2025-06-18 14:41:32,2025-06-18 16:41:32,2025-06-18,2025-06,Post-return cleaning after 10 uses,2.5,2.0,7.5,3,65,0.0385
MAINT-00448,BOX-00056,RFID-BOS-056,MEDIUM,REPAIR,2025-06-18 15:18:41,2025-06-19 15:18:41,2025-06-18,2025-06,Post-return repair after 17 uses,18.22,24.0,81.25,5,30,0.6073
MAINT-00445,BOX-00057,RFID-BOS-057,MEDIUM,INSPECTION,2025-06-18 16:01:02,2025-06-18 20:01:02,2025-06-18,2025-06,Post-return inspection after 15 uses,10.0,4.0,32.83,4,37,0.2703
MAINT-00440,BOX-00056,RFID-BOS-056,MEDIUM,INSPECTION,2025-06-18 16:41:50,2025-06-18 20:41:50,2025-06-18,2025-06,Post-return inspection after 15 uses,10.0,4.0,91.25,6,30,0.3333
MAINT-00434,BOX-00054,RFID-BOS-054,MEDIUM,REPAIR,2025-06-18 17:49:37,2025-06-19 17:49:37,2025-06-18,2025-06,Post-return repair after 14 uses,16.11,24.0,66.81,6,23,0.7004
MAINT-00477,BOX-00073,RFID-BOS-073,MEDIUM,REPAIR,2025-06-19 09:48:46,2025-06-20 09:48:46,2025-06-19,2025-06,Post-return repair after 21 uses,32.44,24.0,47.44,4,83,0.3908
MAINT-00497,BOX-00069,RFID-BOS-069,MEDIUM,INSPECTION,2025-06-19 10:02:44,2025-06-19 14:02:44,2025-06-19,2025-06,Post-return inspection after 30 uses,10.0,4.0,66.53,4,116,0.0862
MAINT-00447,BOX-00040,RFID-BOS-040,MEDIUM,CLEANING,2025-06-19 10:16:25,2025-06-19 12:16:25,2025-06-19,2025-06,Post-return cleaning after 20 uses,2.5,2.0,60.48,6,39,0.0641
MAINT-00484,BOX-00072,RFID-BOS-072,MEDIUM,CLEANING,2025-06-19 10:49:17,2025-06-19 12:49:17,2025-06-19,2025-06,Post-return cleaning after 25 uses,2.5,2.0,99.63,6,50,0.05
MAINT-00489,BOX-00025,RFID-BOS-025,MEDIUM,CLEANING,2025-06-19 10:53:59,2025-06-19 12:53:59,2025-06-19,2025-06,Post-return cleaning after 35 uses,2.5,2.0,89.88,6,41,0.061
MAINT-00510,BOX-00077,RFID-BOS-077,MEDIUM,INSPECTION,2025-06-19 11:07:41,2025-06-19 15:07:41,2025-06-19,2025-06,Post-return inspection after 30 uses,10.0,4.0,25.0,4,87,0.1149
MAINT-00467,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-19 11:08:24,2025-06-19 13:08:24,2025-06-19,2025-06,Post-return cleaning after 20 uses,2.5,2.0,69.03,5,116,0.0216
MAINT-00469,BOX-00072,RFID-BOS-072,MEDIUM,CLEANING,2025-06-19 11:16:50,2025-06-19 13:16:50,2025-06-19,2025-06,Post-return cleaning after 20 uses,2.5,2.0,102.13,7,50,0.05
MAINT-00481,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-19 11:50:44,2025-06-19 13:50:44,2025-06-19,2025-06,Post-return cleaning after 20 uses,2.5,2.0,27.5,5,87,0.0287
MAINT-00483,BOX-00071,RFID-BOS-071,MEDIUM,CLEANING,2025-06-19 12:01:41,2025-06-19 14:01:41,2025-06-19,2025-06,Post-return cleaning after 25 uses,2.5,2.0,20.0,5,38,0.0658
MAINT-00475,BOX-00056,RFID-BOS-056,MEDIUM,REPAIR,2025-06-19 12:12:38,2025-06-20 12:12:38,2025-06-19,2025-06,Post-return repair after 26 uses,15.3,24.0,106.55,7,30,0.51
MAINT-00470,BOX-00078,RFID-BOS-078,MEDIUM,INSPECTION,2025-06-19 12:18:40,2025-06-19 16:18:40,2025-06-19,2025-06,Post-return inspection after 15 uses,10.0,4.0,17.5,4,65,0.1538
MAINT-00473,BOX-00056,RFID-BOS-056,MEDIUM,CLEANING,2025-06-19 12:23:16,2025-06-19 14:23:16,2025-06-19,2025-06,Post-return cleaning after 25 uses,2.5,2.0,109.05,8,30,0.0833
MAINT-00471,BOX-00007,RFID-BOS-007,MEDIUM,INSPECTION,2025-06-19 12:27:28,2025-06-19 16:27:28,2025-06-19,2025-06,Post-return inspection after 30 uses,10.0,4.0,39.15,8,47,0.2128
MAINT-00438,BOX-00030,RFID-BOS-030,MEDIUM,CLEANING,2025-06-19 12:36:23,2025-06-19 14:36:23,2025-06-19,2025-06,Post-return cleaning after 20 uses,2.5,2.0,171.16,9,29,0.0862
MAINT-00480,BOX-00040,RFID-BOS-040,MEDIUM,INSPECTION,2025-06-19 12:53:46,2025-06-19 16:53:46,2025-06-19,2025-06,Post-return inspection after 30 uses,10.0,4.0,70.48,7,39,0.2564
MAINT-00482,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-19 13:33:16,2025-06-19 15:33:16,2025-06-19,2025-06,Post-return cleaning after 25 uses,2.5,2.0,71.53,6,116,0.0216
MAINT-00472,BOX-00025,RFID-BOS-025,MEDIUM,INSPECTION,2025-06-19 13:52:29,2025-06-19 17:52:29,2025-06-19,2025-06,Post-return inspection after 30 uses,10.0,4.0,99.88,7,41,0.2439
MAINT-00479,BOX-00080,RFID-BOS-080,MEDIUM,INSPECTION,2025-06-19 14:01:32,2025-06-19 18:01:32,2025-06-19,2025-06,Post-return inspection after 15 uses,10.0,4.0,12.5,2,37,0.2703
MAINT-00413,BOX-00055,RFID-BOS-055,SMALL,CLEANING,2025-06-19 14:03:18,2025-06-19 16:03:18,2025-06-19,2025-06,Post-return cleaning after 80 uses,2.5,2.0,257.75,23,88,0.0284
MAINT-00439,BOX-00054,RFID-BOS-054,MEDIUM,INSPECTION,2025-06-19 14:17:26,2025-06-19 18:17:26,2025-06-19,2025-06,Post-return inspection after 15 uses,10.0,4.0,76.81,7,23,0.4348
MAINT-00476,BOX-00057,RFID-BOS-057,MEDIUM,CLEANING,2025-06-19 16:51:11,2025-06-19 18:51:11,2025-06-19,2025-06,Post-return cleaning after 25 uses,2.5,2.0,35.33,5,37,0.0676
MAINT-00501,BOX-00072,RFID-BOS-072,MEDIUM,INSPECTION,2025-06-19 19:14:42,2025-06-19 23:14:42,2025-06-19,2025-06,Post-return inspection after 30 uses,10.0,4.0,112.13,8,50,0.2
MAINT-00506,BOX-00057,RFID-BOS-057,MEDIUM,CLEANING,2025-06-20 08:52:14,2025-06-20 10:52:14,2025-06-20,2025-06,Post-return cleaning after 35 uses,2.5,2.0,37.83,6,37,0.0676
MAINT-00508,BOX-00080,RFID-BOS-080,MEDIUM,CLEANING,2025-06-20 09:04:37,2025-06-20 11:04:37,2025-06-20,2025-06,Post-return cleaning after 25 uses,2.5,2.0,15.0,3,37,0.0676
MAINT-00499,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-20 09:35:58,2025-06-20 11:35:58,2025-06-20,2025-06,Post-return cleaning after 25 uses,2.5,2.0,30.0,6,87,0.0287
MAINT-00378,BOX-00035,RFID-BOS-035,SMALL,INSPECTION,2025-06-20 10:34:21,2025-06-20 14:34:21,2025-06-20,2025-06,Post-return inspection after 60 uses,10.0,4.0,219.89,16,66,0.1515
MAINT-00534,BOX-00072,RFID-BOS-072,MEDIUM,REPAIR,2025-06-20 10:34:25,2025-06-21 10:34:25,2025-06-20,2025-06,Post-return repair after 48 uses,36.44,24.0,148.57,9,50,0.7288
MAINT-00515,BOX-00072,RFID-BOS-072,MEDIUM,REPAIR,2025-06-20 10:35:51,2025-06-21 10:35:51,2025-06-20,2025-06,Post-return repair after 37 uses,47.01,24.0,195.58,10,50,0.9402
MAINT-00462,BOX-00080,RFID-BOS-080,MEDIUM,CLEANING,2025-06-20 10:48:33,2025-06-20 12:48:33,2025-06-20,2025-06,Post-return cleaning after 10 uses,2.5,2.0,17.5,4,37,0.0676
MAINT-00526,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-20 11:19:20,2025-06-21 11:19:20,2025-06-20,2025-06,Post-return repair after 44 uses,46.45,24.0,117.98,7,116,0.4004
MAINT-00509,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-20 11:28:17,2025-06-20 13:28:17,2025-06-20,2025-06,Post-return cleaning after 35 uses,2.5,2.0,120.48,8,116,0.0216
MAINT-00495,BOX-00076,RFID-BOS-076,MEDIUM,CLEANING,2025-06-20 11:29:09,2025-06-20 13:29:09,2025-06-20,2025-06,Post-return cleaning after 25 uses,2.5,2.0,20.38,4,27,0.0926
MAINT-00520,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-20 11:46:31,2025-06-20 13:46:31,2025-06-20,2025-06,Post-return cleaning after 35 uses,2.5,2.0,32.5,7,87,0.0287
MAINT-00516,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-20 11:51:01,2025-06-20 13:51:01,2025-06-20,2025-06,Post-return cleaning after 35 uses,2.5,2.0,49.94,5,83,0.0301
MAINT-00518,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-20 12:08:28,2025-06-20 14:08:28,2025-06-20,2025-06,Post-return cleaning after 40 uses,2.5,2.0,122.98,9,116,0.0216
MAINT-00490,BOX-00007,RFID-BOS-007,MEDIUM,REPAIR,2025-06-20 12:15:47,2025-06-21 12:15:47,2025-06-20,2025-06,Post-return repair after 36 uses,26.16,24.0,65.31,9,47,0.5566
MAINT-00527,BOX-00069,RFID-BOS-069,MEDIUM,INSPECTION,2025-06-20 12:38:51,2025-06-20 16:38:51,2025-06-20,2025-06,Post-return inspection after 45 uses,10.0,4.0,132.98,10,116,0.0862
MAINT-00512,BOX-00072,RFID-BOS-072,MEDIUM,CLEANING,2025-06-20 12:51:33,2025-06-20 14:51:33,2025-06-20,2025-06,Post-return cleaning after 35 uses,2.5,2.0,198.08,11,50,0.05
MAINT-00493,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-20 13:26:59,2025-06-20 15:26:59,2025-06-20,2025-06,Post-return cleaning after 25 uses,2.5,2.0,52.44,6,83,0.0301
MAINT-00504,BOX-00072,RFID-BOS-072,MEDIUM,REPAIR,2025-06-20 13:28:55,2025-06-21 13:28:55,2025-06-20,2025-06,Post-return repair after 31 uses,21.81,24.0,219.89,12,50,0.4362
MAINT-00433,BOX-00043,RFID-BOS-043,MEDIUM,INSPECTION,2025-06-20 13:29:38,2025-06-20 17:29:38,2025-06-20,2025-06,Post-return inspection after 15 uses,10.0,4.0,94.57,6,25,0.4
MAINT-00502,BOX-00007,RFID-BOS-007,MEDIUM,CLEANING,2025-06-20 13:29:43,2025-06-20 15:29:43,2025-06-20,2025-06,Post-return cleaning after 40 uses,2.5,2.0,67.81,10,47,0.0532
MAINT-00442,BOX-00076,RFID-BOS-076,MEDIUM,CLEANING,2025-06-20 13:33:04,2025-06-20 15:33:04,2025-06-20,2025-06,Post-return cleaning after 10 uses,2.5,2.0,22.88,5,27,0.0926
MAINT-00458,BOX-00030,RFID-BOS-030,MEDIUM,CLEANING,2025-06-20 13:59:38,2025-06-20 15:59:38,2025-06-20,2025-06,Post-return cleaning after 25 uses,2.5,2.0,173.66,10,29,0.0862
MAINT-00457,BOX-00025,RFID-BOS-025,MEDIUM,CLEANING,2025-06-20 14:18:35,2025-06-20 16:18:35,2025-06-20,2025-06,Post-return cleaning after 25 uses,2.5,2.0,102.38,8,41,0.061
MAINT-00532,BOX-00077,RFID-BOS-077,MEDIUM,REPAIR,2025-06-20 14:23:50,2025-06-21 14:23:50,2025-06-20,2025-06,Post-return repair after 43 uses,25.03,24.0,57.53,8,87,0.2877
MAINT-00498,BOX-00071,RFID-BOS-071,MEDIUM,REPAIR,2025-06-20 14:30:29,2025-06-21 14:30:29,2025-06-20,2025-06,Post-return repair after 29 uses,48.18,24.0,68.18,6,38,1.2679
MAINT-00517,BOX-00080,RFID-BOS-080,MEDIUM,INSPECTION,2025-06-20 14:32:24,2025-06-20 18:32:24,2025-06-20,2025-06,Post-return inspection after 30 uses,10.0,4.0,27.5,5,37,0.2703
MAINT-00500,BOX-00071,RFID-BOS-071,MEDIUM,INSPECTION,2025-06-20 14:35:52,2025-06-20 18:35:52,2025-06-20,2025-06,Post-return inspection after 30 uses,10.0,4.0,78.18,7,38,0.2632
